id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount
4108,2015-04-20 19:00:00,6.5,859.888,177.6,9.952,21,2
4109,2015-04-20 20:00:00,7.0,1195.333,201.4,13.835,21,2
4110,2015-04-20 21:00:00,4.5,1893.186,267.2,21.912,21,2
4111,2015-04-20 22:00:00,1.5,2633.493,278.3,30.48,21,2
4112,2015-04-20 23:00:00,1.5,3347.465,270.4,38.744,21,2
4113,2015-04-21 00:00:00,0.5,3401.207,235.5,39.366,21,2
4114,2015-04-21 01:00:00,1.5,2991.739,191.9,34.627,21,2
4115,2015-04-21 02:00:00,1.0,2589.684,147.3,29.973,21,2
4116,2015-04-21 03:00:00,1.5,2260.329,101.8,26.161,21,2
4117,2015-04-21 04:00:00,2.0,2024.288,81.8,23.429,21,2
4118,2015-04-21 05:00:00,2.0,1918.591,72.1,22.206,21,2
4119,2015-04-21 06:00:00,2.5,1878.613,63.8,21.743,21,2
4120,2015-04-21 07:00:00,3.0,1877.744,59.7,21.733,21,2
4121,2015-04-21 08:00:00,2.0,2063.554,65.3,23.884,21,2
4122,2015-04-21 09:00:00,1.0,2335.603,70.1,27.032,21,2
4123,2015-04-21 10:00:00,0.0,2674.314,85.5,30.953,21,2
4124,2015-04-21 11:00:00,0.5,2802.923,87.5,32.441,21,2
4125,2015-04-21 12:00:00,0.0,2620.533,83.0,30.33,21,2
4126,2015-04-21 13:00:00,0.0,2359.845,76.5,27.313,21,2
4127,2015-04-21 14:00:00,0.0,2059.457,64.9,23.836,21,2
4128,2015-04-21 15:00:00,0.0,1880.826,55.9,21.769,21,2
4129,2015-04-21 16:00:00,0.0,1670.03,51.1,19.329,21,2
4130,2015-04-21 17:00:00,0.0,1492.029,52.1,17.269,21,2
4131,2015-04-21 18:00:00,2.5,1429.615,47.2,16.546,21,2
4132,2015-04-21 19:00:00,2.0,1292.261,48.6,14.957,21,2
4133,2015-04-21 20:00:00,1.5,1227.742,47.8,14.21,21,2
4134,2015-04-21 21:00:00,0.0,1425.975,46.5,16.504,21,2
4135,2015-04-21 22:00:00,0.0,1412.437,42.8,16.348,21,2
4136,2015-04-21 23:00:00,0.0,1493.063,46.2,17.281,21,2
4137,2015-04-22 00:00:00,0.5,1313.113,42.4,15.198,21,2
4138,2015-04-22 01:00:00,0.5,1244.193,42.5,14.4,21,2
4139,2015-04-22 02:00:00,1.5,1204.474,39.7,13.941,21,2
4140,2015-04-22 03:00:00,0.5,1241.613,35.3,14.371,21,2
4141,2015-04-22 04:00:00,3.5,1227.211,32.7,14.204,21,2
4142,2015-04-22 05:00:00,1.0,1478.94,38.4,17.117,21,2
4143,2015-04-22 06:00:00,0.0,1764.987,45.3,20.428,21,2
4144,2015-04-22 07:00:00,0.0,2054.844,57.0,23.783,21,2
4145,2015-04-22 08:00:00,0.5,2044.359,50.3,23.662,21,2
4146,2015-04-22 09:00:00,0.5,1828.531,43.4,21.164,21,2
4147,2015-04-22 10:00:00,1.0,1658.071,36.5,19.191,21,2
4148,2015-04-22 11:00:00,0.5,1552.773,34.3,17.972,21,2
4149,2015-04-22 12:00:00,0.5,1463.67,30.0,16.941,21,2
4150,2015-04-22 13:00:00,0.0,1585.107,30.1,18.346,21,2
4151,2015-04-22 14:00:00,0.5,1625.002,29.5,18.808,21,2
4152,2015-04-22 15:00:00,0.5,1926.803,38.5,22.301,21,2
4153,2015-04-22 16:00:00,1.0,2163.284,49.3,25.038,21,2
4154,2015-04-22 17:00:00,0.0,2207.215,49.1,25.546,21,2
4155,2015-04-22 18:00:00,0.0,2147.057,50.4,24.85,21,2
4156,2015-04-22 19:00:00,0.5,1843.97,42.2,21.342,21,2
4157,2015-04-22 20:00:00,2.5,1768.196,35.4,20.465,21,2
4158,2015-04-22 21:00:00,3.0,1669.02,31.9,19.317,21,2
4159,2015-04-22 22:00:00,2.0,1644.628,32.0,19.035,21,2
4160,2015-04-22 23:00:00,2.5,1860.377,34.7,21.532,21,2
4161,2015-04-23 00:00:00,1.0,2215.141,45.5,25.638,21,2
4162,2015-04-23 01:00:00,2.5,2508.038,60.5,29.028,21,2
4163,2015-04-23 02:00:00,0.0,2733.434,66.0,31.637,21,2
4164,2015-04-23 03:00:00,0.0,2727.638,54.6,31.57,21,2
4165,2015-04-23 04:00:00,1.0,2600.784,48.0,30.102,21,2
4166,2015-04-23 05:00:00,0.5,2390.793,39.9,27.671,21,2
4167,2015-04-23 06:00:00,1.0,2179.316,38.8,25.224,21,2
4168,2015-04-23 07:00:00,0.0,2044.637,35.1,23.665,21,2
4169,2015-04-23 08:00:00,0.0,2022.123,31.3,23.404,21,2
4170,2015-04-23 09:00:00,0.0,1831.157,30.2,21.194,21,2
4171,2015-04-23 10:00:00,0.0,1697.251,29.6,19.644,21,2
4172,2015-04-23 11:00:00,0.0,1528.438,28.8,17.69,21,2
4173,2015-04-23 12:00:00,0.0,1332.639,28.0,15.424,21,2
4174,2015-04-23 13:00:00,0.0,1226.764,27.5,14.199,21,2
4175,2015-04-23 14:00:00,0.0,1047.178,28.4,12.12,21,2
4176,2015-04-23 15:00:00,0.0,975.653,28.6,11.292,21,2
4177,2015-04-23 16:00:00,0.0,929.562,26.8,10.759,21,2
4178,2015-04-23 17:00:00,0.0,767.174,26.2,8.879,21,2
4179,2015-04-23 18:00:00,0.0,757.186,26.9,8.764,21,2
4180,2015-04-23 19:00:00,0.0,706.087,25.4,8.172,21,2
4181,2015-04-23 20:00:00,0.0,614.422,25.4,7.111,21,2
4182,2015-04-23 21:00:00,0.0,640.278,24.5,7.411,21,2
4183,2015-04-23 22:00:00,0.0,536.358,22.7,6.208,21,2
4184,2015-04-23 23:00:00,0.0,508.656,21.1,5.887,21,2
4185,2015-04-24 00:00:00,0.0,515.037,21.5,5.961,21,2
4186,2015-04-24 01:00:00,0.0,454.441,20.5,5.26,21,2
4187,2015-04-24 02:00:00,0.0,442.684,19.3,5.124,21,2
4188,2015-04-24 03:00:00,0.0,433.422,19.8,5.016,21,2
4189,2015-04-24 04:00:00,0.0,407.303,17.7,4.714,21,2
4190,2015-04-24 05:00:00,0.0,374.409,16.8,4.333,21,2
4191,2015-04-24 06:00:00,0.0,382.175,16.4,4.423,21,2
4192,2015-04-24 07:00:00,0.0,368.482,16.1,4.265,21,2
4193,2015-04-24 08:00:00,0.0,332.515,15.7,3.849,21,2
4194,2015-04-24 09:00:00,0.0,358.994,15.8,4.155,21,2
4195,2015-04-24 10:00:00,0.0,301.848,15.4,3.494,21,2
4196,2015-04-24 11:00:00,0.0,294.201,14.1,3.405,21,2
4197,2015-04-24 12:00:00,0.0,284.209,14.2,3.289,21,2
4198,2015-04-24 13:00:00,0.0,272.377,14.3,3.153,21,2
4199,2015-04-24 14:00:00,0.0,273.677,13.5,3.168,21,2
4200,2015-04-24 15:00:00,0.0,252.474,13.5,2.922,21,2
4201,2015-04-24 16:00:00,0.0,250.93,13.1,2.904,21,2
4202,2015-04-24 17:00:00,0.0,249.351,12.8,2.886,21,2
4203,2015-04-24 18:00:00,0.0,219.077,14.6,2.536,21,2
4204,2015-04-24 19:00:00,0.0,217.473,14.6,2.517,21,2
4205,2015-04-24 20:00:00,0.0,208.56,13.5,2.414,21,2
4206,2015-04-24 21:00:00,0.0,185.693,13.3,2.149,21,2
4207,2015-04-24 22:00:00,0.0,197.569,12.4,2.287,21,2
4208,2015-04-24 23:00:00,0.0,193.918,11.9,2.244,21,2
4209,2015-04-25 00:00:00,0.0,174.364,12.1,2.018,21,2
4210,2015-05-14 15:00:00,0.0,33.336,3.8,0.386,21,2
4211,2015-05-14 16:00:00,0.0,34.916,4.1,0.404,21,2
4212,2015-05-14 17:00:00,0.0,35.34,3.8,0.409,21,2
4213,2015-05-14 18:00:00,0.0,34.27,3.1,0.397,21,2
10260,2016-01-21 17:00:00,24.0,7.809,9.8,0.09,44,3
10261,2016-01-21 18:00:00,6.0,12.866,28.3,0.149,44,3
10262,2016-01-21 19:00:00,5.0,16.578,16.5,0.192,44,3
10263,2016-01-21 20:00:00,0.0,488.186,132.9,5.65,44,3
10264,2016-01-21 21:00:00,0.0,1241.168,221.3,14.365,44,3
10265,2016-01-21 22:00:00,0.0,791.482,110.4,9.161,44,3
10266,2016-01-21 23:00:00,0.0,513.686,67.7,5.945,44,3
10267,2016-01-22 00:00:00,0.0,260.114,51.9,3.011,44,3
10268,2016-01-22 01:00:00,0.0,136.781,42.6,1.583,44,3
10269,2016-01-22 02:00:00,0.0,98.734,34.6,1.143,44,3
10270,2016-01-22 03:00:00,0.0,95.825,29.1,1.109,44,3
10271,2016-01-22 04:00:00,0.0,81.482,26.3,0.943,44,3
10272,2016-01-22 05:00:00,0.0,57.898,24.0,0.67,44,3
10273,2016-01-22 06:00:00,0.0,50.119,22.9,0.58,44,3
10274,2016-01-22 07:00:00,0.5,54.699,24.2,0.633,44,3
10275,2016-01-22 08:00:00,0.0,43.878,26.4,0.508,44,3
10276,2016-01-22 09:00:00,0.0,37.061,28.3,0.429,44,3
10277,2016-01-22 10:00:00,0.0,34.886,29.8,0.404,44,3
10278,2016-01-22 11:00:00,0.0,34.758,33.2,0.402,44,3
10279,2016-01-22 12:00:00,0.0,33.916,43.5,0.393,44,3
10280,2016-01-22 13:00:00,1.5,31.166,49.0,0.361,44,3
10281,2016-01-22 14:00:00,3.5,31.16,42.4,0.361,44,3
10282,2016-01-22 15:00:00,2.0,31.316,28.3,0.362,44,3
10283,2016-01-22 16:00:00,8.0,30.524,20.6,0.353,44,3
10284,2016-01-22 17:00:00,0.5,34.05,20.0,0.394,44,3
10285,2016-01-22 18:00:00,3.0,102.222,24.7,1.183,44,3
10286,2016-01-22 19:00:00,0.0,579.292,121.5,6.705,44,3
10287,2016-01-22 20:00:00,0.0,1229.881,123.3,14.235,44,3
10288,2016-01-22 21:00:00,0.0,746.937,90.2,8.645,44,3
10289,2016-01-22 22:00:00,0.0,551.38,67.6,6.382,44,3
10290,2016-01-22 23:00:00,0.0,400.048,63.8,4.63,44,3
10291,2016-01-23 00:00:00,0.0,407.808,81.5,4.72,44,3
10292,2016-01-23 01:00:00,0.0,362.985,74.6,4.201,44,3
10293,2016-01-23 02:00:00,0.0,311.752,48.5,3.608,44,3
10294,2016-01-23 03:00:00,0.0,260.096,40.0,3.01,44,3
10295,2016-01-23 04:00:00,0.0,179.549,35.3,2.078,44,3
10296,2016-01-23 05:00:00,0.0,153.896,27.7,1.781,44,3
10297,2016-01-23 06:00:00,0.0,145.209,22.8,1.681,44,3
10298,2016-01-23 07:00:00,0.0,121.381,21.0,1.405,44,3
10299,2016-01-23 08:00:00,0.0,110.213,18.0,1.276,44,3
10300,2016-01-23 09:00:00,0.0,107.509,15.5,1.244,44,3
10301,2016-01-23 10:00:00,0.0,98.442,14.1,1.139,44,3
10302,2016-01-23 11:00:00,0.0,91.932,12.9,1.064,44,3
10303,2016-01-23 12:00:00,0.0,81.641,12.2,0.945,44,3
10304,2016-01-23 13:00:00,0.0,79.171,11.4,0.916,44,3
10305,2016-01-23 14:00:00,0.0,79.395,10.9,0.919,44,3
10306,2016-01-23 15:00:00,0.0,72.263,10.1,0.836,44,3
10307,2016-01-23 16:00:00,0.0,82.686,9.8,0.957,44,3
10308,2016-01-23 17:00:00,0.0,71.37,9.1,0.826,44,3
10309,2016-01-23 18:00:00,0.0,57.778,8.8,0.669,44,3
10310,2016-01-23 19:00:00,0.0,60.729,8.7,0.703,44,3
10311,2016-01-23 20:00:00,0.0,64.64,8.5,0.748,44,3
10312,2016-01-23 21:00:00,0.0,54.533,8.5,0.631,44,3
10313,2016-01-23 22:00:00,0.0,55.161,8.6,0.638,44,3
10314,2016-01-23 23:00:00,0.0,59.718,8.1,0.691,44,3
10315,2016-01-24 00:00:00,0.0,49.705,7.2,0.575,44,3
10316,2016-01-24 01:00:00,0.0,44.88,6.7,0.519,44,3
10317,2016-01-24 02:00:00,0.0,50.906,6.9,0.589,44,3
10318,2016-01-24 03:00:00,0.0,44.405,6.4,0.514,44,3
10319,2016-01-24 04:00:00,0.0,39.799,6.1,0.461,44,3
10320,2016-01-24 05:00:00,0.0,46.438,6.2,0.537,44,3
10321,2016-01-24 06:00:00,0.0,42.836,6.0,0.496,44,3
10322,2016-01-24 07:00:00,0.0,37.413,6.3,0.433,44,3
10323,2016-01-24 08:00:00,0.0,40.169,5.9,0.465,44,3
10324,2016-01-24 09:00:00,0.0,39.506,5.3,0.457,44,3
10325,2016-01-24 10:00:00,0.0,34.405,5.1,0.398,44,3
10326,2016-01-24 11:00:00,0.0,37.595,5.4,0.435,44,3
10327,2016-01-24 12:00:00,0.0,39.138,5.0,0.453,44,3
10328,2016-01-24 13:00:00,0.0,35.669,4.6,0.413,44,3
10329,2016-01-24 14:00:00,0.0,35.668,4.6,0.413,44,3
10330,2016-01-24 15:00:00,0.0,36.933,4.6,0.427,44,3
10331,2016-01-24 16:00:00,0.0,38.337,4.7,0.444,44,3
10332,2016-01-24 17:00:00,0.0,38.435,4.5,0.445,44,3
10333,2016-01-24 18:00:00,0.0,37.853,4.5,0.438,44,3
10334,2016-01-24 19:00:00,0.0,35.866,4.1,0.415,44,3
10335,2016-01-24 20:00:00,0.0,34.663,4.2,0.401,44,3
10336,2016-01-24 21:00:00,0.0,33.079,4.2,0.383,44,3
10337,2016-01-24 22:00:00,0.0,31.502,4.4,0.365,44,3
10338,2016-01-24 23:00:00,0.0,31.259,4.3,0.362,44,3
10445,2016-01-29 10:00:00,0.0,16.943,3.9,0.196,45,4
10446,2016-01-29 11:00:00,9.0,16.305,3.6,0.189,45,4
10447,2016-01-29 12:00:00,13.0,21.879,31.9,0.253,45,4
10448,2016-01-29 13:00:00,0.0,215.016,71.0,2.489,45,4
10449,2016-01-29 14:00:00,0.0,920.956,606.1,10.659,45,4
10450,2016-01-29 15:00:00,0.0,714.694,453.8,8.272,45,4
10451,2016-01-29 16:00:00,0.0,474.847,153.4,5.496,45,4
10452,2016-01-29 17:00:00,0.0,179.362,90.3,2.076,45,4
10453,2016-01-29 18:00:00,1.0,106.985,67.2,1.238,45,4
10454,2016-01-29 19:00:00,0.0,83.26,51.6,0.964,45,4
10455,2016-01-29 20:00:00,0.0,64.969,44.3,0.752,45,4
10456,2016-01-29 21:00:00,0.0,53.438,36.7,0.618,45,4
10457,2016-01-29 22:00:00,0.0,53.797,32.7,0.623,45,4
10458,2016-01-29 23:00:00,0.5,48.403,28.9,0.56,45,4
10459,2016-01-30 00:00:00,1.5,41.472,25.8,0.48,45,4
10460,2016-01-30 01:00:00,0.0,39.723,26.6,0.46,45,4
10461,2016-01-30 02:00:00,0.0,38.065,26.7,0.441,45,4
10462,2016-01-30 03:00:00,0.0,35.184,23.1,0.407,45,4
10463,2016-01-30 04:00:00,0.0,31.691,19.8,0.367,45,4
10464,2016-01-30 05:00:00,0.0,32.316,18.6,0.374,45,4
10465,2016-01-30 06:00:00,0.0,33.852,17.5,0.392,45,4
10466,2016-01-30 07:00:00,0.5,35.339,16.0,0.409,45,4
10467,2016-01-30 08:00:00,0.0,33.44,14.8,0.387,45,4
10468,2016-01-30 09:00:00,0.0,30.549,13.6,0.354,45,4
10469,2016-01-30 10:00:00,0.0,27.558,12.4,0.319,45,4
13494,2016-06-04 11:00:00,3.5,10.323,4.6,0.119,53,5
13495,2016-06-04 12:00:00,4.0,10.034,4.2,0.116,53,5
13496,2016-06-04 13:00:00,3.5,26.582,25.8,0.308,53,5
13497,2016-06-04 14:00:00,2.5,107.024,99.8,1.239,53,5
13498,2016-06-04 15:00:00,0.5,221.077,138.0,2.559,53,5
13499,2016-06-04 16:00:00,1.5,355.521,152.2,4.115,53,5
13500,2016-06-04 17:00:00,3.0,423.052,120.3,4.896,53,5
13501,2016-06-04 18:00:00,4.0,379.982,78.4,4.398,53,5
13502,2016-06-04 19:00:00,0.0,248.752,67.5,2.879,53,5
13503,2016-06-04 20:00:00,0.0,191.124,61.5,2.212,53,5
13504,2016-06-04 21:00:00,1.0,169.746,55.7,1.965,53,5
13505,2016-06-04 22:00:00,1.0,157.433,68.2,1.822,53,5
13506,2016-06-04 23:00:00,2.0,137.639,85.9,1.593,53,5
13507,2016-06-05 00:00:00,2.0,103.497,105.3,1.198,53,5
13508,2016-06-05 01:00:00,4.0,87.814,103.5,1.016,53,5
13509,2016-06-05 02:00:00,2.0,96.926,72.2,1.122,53,5
13510,2016-06-05 03:00:00,1.0,163.434,61.7,1.892,53,5
13511,2016-06-05 04:00:00,1.5,313.107,67.0,3.624,53,5
13512,2016-06-05 05:00:00,1.0,462.618,73.8,5.354,53,5
13513,2016-06-05 06:00:00,1.0,437.831,58.4,5.067,53,5
13514,2016-06-05 07:00:00,2.5,395.736,49.6,4.58,53,5
13515,2016-06-05 08:00:00,2.5,350.726,49.6,4.059,53,5
13516,2016-06-05 09:00:00,2.0,332.858,52.6,3.853,53,5
13517,2016-06-05 10:00:00,0.5,324.55,55.1,3.756,53,5
13518,2016-06-05 11:00:00,0.5,346.025,49.9,4.005,53,5
13519,2016-06-05 12:00:00,1.0,377.488,40.9,4.369,53,5
13520,2016-06-05 13:00:00,0.5,332.83,33.3,3.852,53,5
13521,2016-06-05 14:00:00,1.0,265.882,28.6,3.077,53,5
13522,2016-06-05 15:00:00,1.5,223.404,26.3,2.586,53,5
13523,2016-06-05 16:00:00,2.0,196.469,25.5,2.274,53,5
13524,2016-06-05 17:00:00,4.5,182.658,25.3,2.114,53,5
13525,2016-06-05 18:00:00,4.0,210.844,26.7,2.44,53,5
13526,2016-06-05 19:00:00,1.5,328.44,33.2,3.801,53,5
13527,2016-06-05 20:00:00,1.5,613.881,68.9,7.105,53,5
13528,2016-06-05 21:00:00,0.5,861.554,110.3,9.972,53,5
13529,2016-06-05 22:00:00,1.0,923.457,97.8,10.688,53,5
13530,2016-06-05 23:00:00,0.0,911.588,86.8,10.551,53,5
13531,2016-06-06 00:00:00,0.5,814.194,88.5,9.424,53,5
13532,2016-06-06 01:00:00,0.0,670.278,76.1,7.758,53,5
13533,2016-06-06 02:00:00,0.0,597.968,55.5,6.921,53,5
13534,2016-06-06 03:00:00,0.5,458.497,45.2,5.307,53,5
13535,2016-06-06 04:00:00,0.0,528.404,42.0,6.116,53,5
13536,2016-06-06 05:00:00,0.0,421.605,37.1,4.88,53,5
13537,2016-06-06 06:00:00,0.0,336.189,32.6,3.891,53,5
13538,2016-06-06 07:00:00,0.0,281.568,29.6,3.259,53,5
13539,2016-06-06 08:00:00,0.0,230.537,28.8,2.668,53,5
13540,2016-06-06 09:00:00,0.0,188.308,27.3,2.179,53,5
13541,2016-06-06 10:00:00,0.0,157.698,23.5,1.825,53,5
13542,2016-06-06 11:00:00,0.0,133.513,20.7,1.545,53,5
13543,2016-06-06 12:00:00,0.0,115.241,18.5,1.334,53,5
13544,2016-06-06 13:00:00,0.0,102.33,16.8,1.184,53,5
13545,2016-06-06 14:00:00,0.0,91.801,15.9,1.063,53,5
13546,2016-06-06 15:00:00,0.0,87.985,14.8,1.018,53,5
13547,2016-06-06 16:00:00,0.0,88.978,13.9,1.03,53,5
13548,2016-06-06 17:00:00,0.0,86.083,13.5,0.996,53,5
13549,2016-06-06 18:00:00,0.0,86.652,13.1,1.003,53,5
13550,2016-06-06 19:00:00,0.0,83.368,12.7,0.965,53,5
13551,2016-06-06 20:00:00,0.0,76.225,12.3,0.882,53,5
13552,2016-06-06 21:00:00,0.0,71.083,11.9,0.823,53,5
13553,2016-06-06 22:00:00,0.0,65.709,11.1,0.761,53,5
13554,2016-06-06 23:00:00,0.0,61.997,10.2,0.718,53,5
13555,2016-06-07 00:00:00,0.0,57.159,9.6,0.662,53,5
13556,2016-06-07 01:00:00,0.0,56.03,9.2,0.648,53,5
13557,2016-06-07 02:00:00,0.0,54.143,8.7,0.627,53,5
13558,2016-06-07 03:00:00,0.0,50.47,8.4,0.584,53,5
13559,2016-06-07 04:00:00,0.0,48.845,8.1,0.565,53,5
13560,2016-06-07 05:00:00,0.0,47.789,7.9,0.553,53,5
13561,2016-06-07 06:00:00,0.0,45.304,7.6,0.524,53,5
13562,2016-06-07 07:00:00,0.0,43.331,7.4,0.502,53,5
13563,2016-06-07 08:00:00,0.5,42.162,6.7,0.488,53,5
13564,2016-06-07 09:00:00,0.0,40.361,6.4,0.467,53,5
13565,2016-06-07 10:00:00,0.0,38.601,6.0,0.447,53,5
13566,2016-06-07 11:00:00,0.0,37.616,5.8,0.435,53,5
13567,2016-06-07 12:00:00,0.5,36.288,5.3,0.42,53,5
13568,2016-06-07 13:00:00,0.0,35.338,5.2,0.409,53,5
13569,2016-06-07 14:00:00,0.0,34.839,5.2,0.403,53,5
13570,2016-06-07 15:00:00,0.0,34.343,5.0,0.397,53,5
13571,2016-06-07 16:00:00,0.0,34.281,5.0,0.397,53,5
13572,2016-06-07 17:00:00,0.0,34.1,5.0,0.395,53,5
13857,2016-06-19 14:00:00,3.0,17.886,7.5,0.207,56,6
13858,2016-06-19 15:00:00,3.5,18.471,8.3,0.214,56,6
13859,2016-06-19 16:00:00,3.0,19.986,9.2,0.231,56,6
13860,2016-06-19 17:00:00,1.0,120.467,28.9,1.394,56,6
13861,2016-06-19 18:00:00,1.0,358.7,85.2,4.152,56,6
13862,2016-06-19 19:00:00,4.0,548.11,77.8,6.344,56,6
13863,2016-06-19 20:00:00,2.5,563.236,63.9,6.519,56,6
13864,2016-06-19 21:00:00,0.5,526.54,67.0,6.094,56,6
13865,2016-06-19 22:00:00,1.0,769.577,63.5,8.907,56,6
13866,2016-06-19 23:00:00,0.5,1049.121,60.0,12.143,56,6
13867,2016-06-20 00:00:00,0.0,1097.828,56.6,12.706,56,6
13868,2016-06-20 01:00:00,0.0,1040.513,53.1,12.043,56,6
13869,2016-06-20 02:00:00,0.0,898.094,49.6,10.395,56,6
13870,2016-06-20 03:00:00,0.0,711.403,46.2,8.234,56,6
13871,2016-06-20 04:00:00,0.0,655.239,42.7,7.584,56,6
13872,2016-06-20 05:00:00,0.0,651.259,39.2,7.538,56,6
13873,2016-06-20 06:00:00,0.0,497.645,35.8,5.76,56,6
13874,2016-06-20 07:00:00,0.0,394.479,32.3,4.566,56,6
13875,2016-06-20 08:00:00,0.0,374.319,28.8,4.332,56,6
13876,2016-06-20 09:00:00,0.0,302.263,25.4,3.498,56,6
13877,2016-06-20 10:00:00,0.0,264.381,22.0,3.06,56,6
13878,2016-06-20 11:00:00,0.0,245.351,19.5,2.84,56,6
13879,2016-06-20 12:00:00,0.0,220.427,18.2,2.551,56,6
13880,2016-06-20 13:00:00,0.5,204.528,17.7,2.367,56,6
13881,2016-06-20 14:00:00,0.5,191.051,15.9,2.211,56,6
13882,2016-06-20 15:00:00,0.5,186.736,15.1,2.161,56,6
13883,2016-06-20 16:00:00,0.0,168.487,14.4,1.95,56,6
